Chromosome	Bin	Island	../data/bed/Exp2_6_Polymerase_II.bed.gz	../data/bed/Exp1_6_Polymerase_II.bed.gz	../data/bed/Exp1_6h_Input.bed.gz	../data/bed/Exp2_6h_Input.bed.gz
chr1	10000	True	1	3	2	3
chr1	10050	True	1	3	3	1
chr1	10100	True	1	4	2	2
chr1	10150	True	2	6	2	3
chr1	10200	True	5	4	4	4
chr1	10250	True	3	2	4	2
chr1	10300	True	3	4	3	3
chr1	10350	True	1	4	4	1
chr1	10400	True	4	1	1	1
chr1	10450	True	3	4	2	3
chr1	10500	True	6	3	3	5
chr1	10600	True	3	0	0	0
chr1	10650	True	3	2	0	0
chr1	10850	False	1	0	0	0
chr1	10900	False	1	1	0	0
chr1	10950	False	0	2	0	0
chr1	11100	False	2	0	0	0
chr1	11150	True	2	1	1	0
chr1	11200	True	5	3	1	0
chr1	11250	True	5	3	4	1
chr1	11300	True	3	0	0	1
chr1	11350	True	2	0	2	1
chr1	11400	True	1	1	4	2
chr1	11450	True	1	1	0	1
chr1	11650	True	1	1	6	0
chr1	11700	True	2	1	3	2
chr1	11750	True	2	2	5	2
chr1	11800	True	3	2	7	1
chr1	11900	True	2	1	2	2
chr1	11950	True	1	5	2	1
chr1	12000	True	0	2	6	3
chr1	12050	True	1	0	3	1
chr1	12100	True	1	1	2	0
chr1	12150	False	1	0	1	2
chr1	12250	False	2	0	2	0
chr1	12300	True	3	1	3	1
chr1	12350	True	1	1	0	0
chr1	12400	True	2	2	1	5
chr1	12500	True	2	0	0	3
chr1	12550	True	2	2	1	0
chr1	12600	True	1	2	1	4
chr1	12650	True	3	0	1	2
chr1	12750	True	2	2	1	3
chr1	12800	True	0	2	1	2
chr1	12850	True	4	2	1	0
chr1	12900	True	3	4	5	2
chr1	12950	True	0	2	2	1
chr1	13000	True	0	1	1	2
chr1	13050	True	3	4	0	4
chr1	13100	True	2	1	4	1
chr1	13150	True	1	4	1	2
chr1	13200	True	1	0	0	0
chr1	13250	True	2	4	1	1
chr1	13300	True	4	3	1	2
chr1	13350	True	0	3	1	1
chr1	13400	True	1	5	2	1
chr1	13450	True	1	4	2	3
chr1	13500	True	3	4	6	3
chr1	13600	True	4	6	1	1
chr1	13650	True	2	3	1	4
chr1	13700	True	7	5	2	1
chr1	13750	True	5	6	3	4
chr1	13800	True	2	4	2	0
chr1	13850	True	2	3	1	1
chr1	13900	True	1	2	2	2
chr1	13950	True	4	8	4	1
chr1	14000	True	4	5	3	2
chr1	14050	True	2	4	1	5
chr1	14100	True	7	4	4	2
chr1	14150	True	3	2	0	3
chr1	14200	True	3	8	3	3
chr1	14250	True	5	6	3	4
chr1	14300	True	5	4	2	1
chr1	14350	True	4	6	1	1
chr1	14400	True	2	0	0	1
chr1	14450	True	5	4	1	1
chr1	14500	True	3	2	0	0
